Player,,Loan: start/end,Age,Nationality,Position,Market value,From Team,From League,From Region,From Country,From Level,To Team,To League,To Region,To Country,To Level,End of Loan Date,Fee,Transfer ID
Raoul Bellanova,Inside,No,23,Italy,Right Midfield,"7,000,000",Cagliari Calcio,"Serie A, Italy",Top,Italy,First Tier,Torino,"Serie A, Italy",Top,Italy,First Tier,,7000000,2142
Raphael Framberger,In,End,27,Germany,Right-Back,"800,000",SV Sandhausen,"3. Liga, German",Europe,Germany,Third Tier,FC Augsburg,"Bundesliga, German",Top,Germany,First Tier,"Jun 30, 2023",0,2143
Raphaël Guerreiro,Inside,No,29,Portugal,Left-Back,"20,000,000",Bor. Dortmund,"Bundesliga, German",Top,Germany,First Tier,Bayern Munich,"Bundesliga, German",Top,Germany,First Tier,,0,2144
Rares Burnete,In,No,19,Romania,Centre-Forward,"700,000",Lecce U19,"Primavera 1, Italy",Europe,Italy,Youth League,Lecce,"Serie A, Italy",Top,Italy,First Tier,,0,2145
Rares Ilie,In,End,20,Romania,Left Winger,"2,500,000",M. Tel Aviv,"Ligat ha'Al, Israel",Asia,Israel,First Tier,OGC Nice,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,2146
Rares Ilie,Out,Start,20,Romania,Left Winger,"2,500,000",OGC Nice,"Ligue 1, France",Top,France,First Tier,Lausanne-Sport,"Super League, Swiss",Europe,Switzerland,First Tier,,0,2147
Rasmus Carstensen,In,Start,22,Denmark,Right-Back,"1,500,000",KRC Genk,"Jupiler Pro League, Belgium",Europe,Belgium,First Tier,1.FC Köln,"Bundesliga, German",Top,Germany,First Tier,,0,2148
Rasmus Højlund,Inside,No,20,Denmark,Centre-Forward,"65,000,000",Atalanta BC,"Serie A, Italy",Top,Italy,First Tier,Man Utd,"Premier League, England",Top,England,First Tier,,75000000,2149
Rasmus Kristensen,In,Start,26,Denmark,Right-Back,"13,000,000",Leeds,"Championship, England",Europe,France,Second Tier,AS Roma,"Serie A, Italy",Top,Italy,First Tier,,0,2150
Rassoul Ndiaye,In,No,21,Senegal,Central Midfield,"4,000,000",FC Sochaux,"Championnat National, France",Europe,France,Third Tier,Le Havre AC,"Ligue 1, France",Top,France,First Tier,,1500000,2151
Raúl García,In,End,22,Spain,Centre-Forward,"4,000,000",CD Mirandés,"LaLiga2, Spain",Europe,Spain,Second Tier,Real Betis,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,2152
Raúl García,Inside,No,22,Spain,Centre-Forward,"4,000,000",Real Betis,"LaLiga, Spain",Top,Spain,First Tier,CA Osasuna,"LaLiga, Spain",Top,Spain,First Tier,,6500000,2153
Raúl Jiménez,Inside,No,32,Mexico,Centre-Forward,"6,000,000",Wolves,"Premier League, England",Top,England,First Tier,Fulham,"Premier League, England",Top,England,First Tier,,6400000,2154
Raúl Moro,Out,Start,20,Spain,Left Winger,"2,500,000",Lazio,"Serie A, Italy",Top,Italy,First Tier,Real Valladolid,"LaLiga2, Spain",Europe,Spain,Second Tier,,0,2155
Raúl Parra,Out,No,23,Spain,Right-Back,"300,000",Cádiz CF,"LaLiga, Spain",Top,Spain,First Tier,Estoril Praia,Liga Portugal,Europe,Portugal,First Tier,,?,2156
Reda Boultam,Out,No,25,Netherlands,Attacking Midfield,"400,000",Salernitana,"Serie A, Italy",Top,Italy,First Tier,NK Olimpija,"Prva Liga, Slovenia",Europe,Slovenia,First Tier,,?,2157
Reda Khadra,In,No,21,Germany,Attacking Midfield,"1,400,000",Brighton U21,"Premier League 2, England",Europe,England,Reserve League,Brighton,"Premier League, England",Top,England,First Tier,,0,2159
Reda Khadra,Inside,No,22,Germany,Attacking Midfield,"1,400,000",Brighton,"Premier League, England",Top,England,First Tier,Stade Reims,"Ligue 1, France",Top,France,First Tier,,1900000,2158
Reinier,Inside,Start,21,Brazil,Attacking Midfield,"2,000,000",Real Madrid,"LaLiga, Spain",Top,Spain,First Tier,Frosinone,"Serie A, Italy",Top,Italy,First Tier,,0,2160
Rémi Oudin,In,No,26,France,Right Winger,"4,000,000",G. Bordeaux,"Ligue 2, France",Europe,France,Second Tier,Lecce,"Serie A, Italy",Top,Italy,First Tier,,1000000,2162
Rémi Oudin,Out,End,26,France,Right Winger,"4,000,000",Lecce,"Serie A, Italy",Top,Italy,First Tier,G. Bordeaux,"Ligue 2, France",Europe,France,Second Tier,"Jun 30, 2023",0,2161
Remo Freuler,Inside,Start,31,Switzerland,Central Midfield,"8,000,000",Nottm Forest,"Premier League, England",Top,England,First Tier,Bologna,"Serie A, Italy",Top,Italy,First Tier,,0,2163
Rémy Labeau Lascary,Out,Start,20,Guadeloupe,Centre-Forward,"500,000",Lens,"Ligue 1, France",Top,France,First Tier,Stade Lavallois,"Ligue 2, France",Europe,France,Second Tier,,0,2164
Renan Lodi,Inside,No,25,Brazil,Left-Back,"20,000,000",Atlético Madrid,"LaLiga, Spain",Top,Spain,First Tier,Marseille,"Ligue 1, France",Top,France,First Tier,,13000000,2166
Renan Lodi,Inside,End,25,Brazil,Left-Back,"20,000,000",Nottm Forest,"Premier League, England",Top,England,First Tier,Atlético Madrid,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,2165
Renato Sanches,Inside,Start,25,Portugal,Central Midfield,"14,000,000",Paris SG,"Ligue 1, France",Top,France,First Tier,AS Roma,"Serie A, Italy",Top,Italy,First Tier,,1000000,2167
Renato Veiga,Out,End,20,Portugal,Defensive Midfield,"1,000,000",FC Augsburg,"Bundesliga, German",Top,Germany,First Tier,Sporting B,"Liga 3, Portugal",Europe,Portugal,Third Tier,"Aug 15, 2023",0,2168
Rhys Healey,Out,No,28,England,Centre-Forward,"2,500,000",Toulouse,"Ligue 1, France",Top,France,First Tier,Watford,"Championship, England",Europe,England,Second Tier,,0,2169
Rhys Williams,In,End,23,England,Centre-Back,"2,000,000",Aberdeen FC,Scottish Premiership,Europe,Scotland,First Tier,Liverpool,"Premier League, England",Top,England,First Tier,"May 31, 2024",0,2170
Rhys Williams,Out,Start,22,England,Centre-Back,"2,000,000",Liverpool,"Premier League, England",Top,England,First Tier,Aberdeen FC,Scottish Premiership,Europe,Scotland,First Tier,,0,2171
Ricardo Pepi,In,End,20,United States,Centre-Forward,"9,000,000",FC Groningen,"KeEnglanden Kampioen Divisie, Netherlands",Europe,Netherlands,Second Tier,FC Augsburg,"Bundesliga, German",Top,Germany,First Tier,"Jun 30, 2023",0,2172
Ricardo Pepi,Out,No,20,United States,Centre-Forward,"9,000,000",FC Augsburg,"Bundesliga, German",Top,Germany,First Tier,PSV Eindhoven,"Eredivisie, Netherlands",Europe,Netherlands,First Tier,,11000000,2173
Riccardo Calafiori,In,No,21,Italy,Left-Back,"5,000,000",FC Basel,"Super League, Swiss",Europe,Switzerland,First Tier,Bologna,"Serie A, Italy",Top,Italy,First Tier,,4000000,2174
Riccardo Ciervo,Out,Start,21,Italy,Left Winger,"1,300,000",Sassuolo,"Serie A, Italy",Top,Italy,First Tier,Südtirol,"Serie B, Italy",Europe,Italy,Second Tier,,0,2175
Riccardo Marchizza,Inside,No,25,Italy,Left-Back,"1,500,000",Sassuolo,"Serie A, Italy",Top,Italy,First Tier,Frosinone,"Serie A, Italy",Top,Italy,First Tier,,1500000,2176
Riccardo Pagano,In,No,18,Italy,Central Midfield,"1,500,000",Roma U19,"Primavera 1, Italy",Europe,Italy,Youth League,AS Roma,"Serie A, Italy",Top,Italy,First Tier,,0,2177
Riccardo Saponara,Inside,No,31,Italy,Attacking Midfield,"2,000,000",Fiorentina,"Serie A, Italy",Top,Italy,First Tier,Hellas Verona,"Serie A, Italy",Top,Italy,First Tier,,0,2178
Richie Laryea,In,End,28,Canada,Right-Back,"2,500,000",Vancouver,"Major League Soccer, US",US & Australia,US,First Tier,Nottm Forest,"Premier League, England",Top,England,First Tier,"Dec 31, 2023",0,2179
Richie Laryea,In,End,28,Canada,Right-Back,"2,500,000",Toronto,"Major League Soccer, US",US & Australia,US,First Tier,Nottm Forest,"Premier League, England",Top,England,First Tier,"Jun 30, 2023",0,2180
Richie Laryea,Out,Start,28,Canada,Right-Back,"2,500,000",Nottm Forest,"Premier League, England",Top,England,First Tier,Vancouver,"Major League Soccer, US",US & Australia,US,First Tier,,0,2181
Rick van Drongelen,In,End,24,Netherlands,Centre-Back,"800,000",Hansa Rostock,"2. Bundesliga, German",Europe,Germany,Second Tier,Union Berlin,"Bundesliga, German",Top,Germany,First Tier,"Jun 30, 2023",0,2182
Rick van Drongelen,Out,No,24,Netherlands,Centre-Back,"800,000",Union Berlin,"Bundesliga, German",Top,Germany,First Tier,Samsunspor,"Süper Lig, Turkey",Asia,Turkey,First Tier,,200000,2183
Riyad Mahrez,Out,No,32,Algeria,Right Winger,"20,000,000",Man City,"Premier League, England",Top,England,First Tier,Al-Ahli,Saudi Pro League,Asia,Saudi Arabia,First Tier,,35000000,2184
Riza Durmisi,Out,No,29,Denmark,Left-Back,"300,000",Lazio,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,-,-,No tier,,0,2185
Rob Holding,Inside,No,27,England,Centre-Back,"8,000,000",Arsenal,"Premier League, England",Top,England,First Tier,Crystal Palace,"Premier League, England",Top,England,First Tier,,1200000,2186
Rober González,Inside,End,22,Spain,Attacking Midfield,"2,000,000",Alavés,"LaLiga, Spain",Top,Spain,First Tier,Real Betis,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,2187
Rober González,Out,Start,22,Spain,Attacking Midfield,"2,000,000",Real Betis,"LaLiga, Spain",Top,Spain,First Tier,NEC Nijmegen,"Eredivisie, Netherlands",Europe,Netherlands,First Tier,,0,2188
Robert Navarro,Inside,Start,21,Spain,Attacking Midfield,"3,000,000",Real Sociedad,"LaLiga, Spain",Top,Spain,First Tier,Cádiz CF,"LaLiga, Spain",Top,Spain,First Tier,,0,2189
Robert Sánchez,Inside,No,25,Spain,Goalkeeper,"28,000,000",Brighton,"Premier League, England",Top,England,First Tier,Chelsea,"Premier League, England",Top,England,First Tier,,23000000,2190
Robert Wagner,Out,Start,19,Germany,Central Midfield,"1,400,000",SC Freiburg,"Bundesliga, German",Top,Germany,First Tier,Greuther Fürth,"2. Bundesliga, German",Europe,Germany,Second Tier,,0,2191
Roberto Firmino,Out,No,31,Brazil,Centre-Forward,"18,000,000",Liverpool,"Premier League, England",Top,England,First Tier,Al-Ahli,Saudi Pro League,Asia,Saudi Arabia,First Tier,,0,2192
Roberto Gagliardini,Inside,No,29,Italy,Central Midfield,"4,000,000",Inter,"Serie A, Italy",Top,Italy,First Tier,Monza,"Serie A, Italy",Top,Italy,First Tier,,0,2193
Roberto Insigne,Out,No,29,Italy,Right Winger,"1,500,000",Frosinone,"Serie A, Italy",Top,Italy,First Tier,Palermo,"Serie B, Italy",Europe,Italy,Second Tier,,1000000,2194
Roberto López,In,End,23,Spain,Attacking Midfield,"3,000,000",CD Mirandés,"LaLiga2, Spain",Europe,Spain,Second Tier,Real Sociedad,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,2195
Roberto López,Out,Start,23,Spain,Attacking Midfield,"3,000,000",Real Sociedad,"LaLiga, Spain",Top,Spain,First Tier,CD Tenerife,"LaLiga2, Spain",Europe,Spain,Second Tier,,0,2196
Roberto Massimo,In,End,22,Germany,Right Midfield,"1,000,000",Académico Viseu,Liga Portugal 2,Europe,Portugal,Second Tier,VfB Stuttgart,"Bundesliga, German",Top,Germany,First Tier,"Jun 30, 2023",0,2197
Roberto Pereyra,In,No,32,Argentina,Central Midfield,"3,500,000",Without Club,No league,-,-,No tier,Udinese Calcio,"Serie A, Italy",Top,Italy,First Tier,,0,2199
Roberto Pereyra,Out,No,32,Argentina,Central Midfield,"3,500,000",Udinese Calcio,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,-,-,No tier,,0,2198
Roberto Piccoli,Inside,End,22,Italy,Centre-Forward,"3,500,000",FC Empoli,"Serie A, Italy",Top,Italy,First Tier,Atalanta BC,"Serie A, Italy",Top,Italy,First Tier,"Aug 31, 2023",0,2200
Roberto Piccoli,Inside,Start,22,Italy,Centre-Forward,"3,500,000",Atalanta BC,"Serie A, Italy",Top,Italy,First Tier,Lecce,"Serie A, Italy",Top,Italy,First Tier,,0,2201
Roberto Pierno,Out,No,22,Italy,Right-Back,"250,000",Lecce,"Serie A, Italy",Top,Italy,First Tier,Pescara,"Serie C - Girone B, Italy",Europe,Italy,Third Tier,,0,2202
Roberto Soriano,Out,No,32,Italy,Attacking Midfield,"2,500,000",Bologna,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,-,-,No tier,,0,2203
Robin Gosens,Inside,No,29,Germany,Left Midfield,"15,000,000",Inter,"Serie A, Italy",Top,Italy,First Tier,Union Berlin,"Bundesliga, German",Top,Germany,First Tier,,13000000,2204
Robin Hack,In,No,24,Germany,Left Winger,"3,000,000",Arm. Bielefeld,"3. Liga, German",Europe,Germany,Third Tier,Bor. M'gladbach,"Bundesliga, German",Top,Germany,First Tier,,1100000,2205
Robin Koch,In,Start,26,Germany,Centre-Back,"18,000,000",Leeds,"Championship, England",Europe,France,Second Tier,E. Frankfurt,"Bundesliga, German",Top,Germany,First Tier,,500000,2206
Robin Risser,Out,Start,18,France,Goalkeeper,"150,000",R. Strasbourg,"Ligue 1, France",Top,France,First Tier,Dijon,"Championnat National, France",Europe,France,Third Tier,,0,2207
Robson Bambu,In,End,26,Brazil,Centre-Back,"2,500,000",Vasco da Gama,Campeonato Brasileiro Série A,Latin America,Brazil,First Tier,OGC Nice,"Ligue 1, France",Top,France,First Tier,"Dec 31, 2023",0,2208
Rocco Reitz,In,End,21,Germany,Central Midfield,"800,000",Sint-Truiden,"Jupiler Pro League, Belgium",Europe,Belgium,First Tier,Bor. M'gladbach,"Bundesliga, German",Top,Germany,First Tier,"Jun 30, 2023",0,2209
Rodrigo Becão,Out,No,27,Brazil,Centre-Back,"11,000,000",Udinese Calcio,"Serie A, Italy",Top,Italy,First Tier,Fenerbahce,"Süper Lig, Turkey",Asia,Turkey,First Tier,,8310000,2210
Rodrigo Ely,Out,No,29,Brazil,Centre-Back,"3,000,000",UD Almería,"LaLiga, Spain",Top,Spain,First Tier,Grêmio,Campeonato Brasileiro Série A,Latin America,Brazil,First Tier,,1500000,2211
Rodrigo Riquelme,Inside,End,23,Spain,Left Winger,"12,000,000",Girona,"LaLiga, Spain",Top,Spain,First Tier,Atlético Madrid,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,2212
Roger Ibañez,Out,No,24,Brazil,Centre-Back,"30,000,000",AS Roma,"Serie A, Italy",Top,Italy,First Tier,Al-Ahli,Saudi Pro League,Asia,Saudi Arabia,First Tier,,30000000,2213
Rogério,Inside,No,25,Brazil,Left-Back,"5,500,000",Sassuolo,"Serie A, Italy",Top,Italy,First Tier,VfL Wolfsburg,"Bundesliga, German",Top,Germany,First Tier,,5500000,2214
Rok Vodisek,Out,No,24,Slovenia,Goalkeeper,"50,000",Genoa,"Serie A, Italy",Top,Italy,First Tier,NK Rogaska,"Prva Liga, Slovenia",Europe,Slovenia,First Tier,,0,2215
Romain Faivre,Inside,No,24,France,Right Midfield,"10,000,000",Olympique Lyon,"Ligue 1, France",Top,France,First Tier,Bournemouth,"Premier League, England",Top,England,First Tier,,15000000,2217
Romain Faivre,Inside,Start,25,France,Right Midfield,"10,000,000",Bournemouth,"Premier League, England",Top,England,First Tier,FC Lorient,"Ligue 1, France",Top,France,First Tier,,0,2218
Romain Faivre,Inside,End,24,France,Right Midfield,"10,000,000",FC Lorient,"Ligue 1, France",Top,France,First Tier,Olympique Lyon,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,2216
Romain Perraud,In,Start,25,France,Left-Back,"12,000,000",Southampton,"Championship, England",Europe,France,Second Tier,OGC Nice,"Ligue 1, France",Top,France,First Tier,,0,2219
Romain Salin,Out,No,38,France,Goalkeeper,0,Stade Rennais,"Ligue 1, France",Top,France,First Tier,Marítimo,Liga Portugal 2,Europe,Portugal,Second Tier,,0,2220
Roman Yaremchuk,In,Start,27,Ukraine,Centre-Forward,"5,000,000",Club Brugge,"Jupiler Pro League, Belgium",Europe,Belgium,First Tier,Valencia,"LaLiga, Spain",Top,Spain,First Tier,,0,2221
Romelu Lukaku,Inside,Start,30,Belgium,Centre-Forward,"40,000,000",Chelsea,"Premier League, England",Top,England,First Tier,AS Roma,"Serie A, Italy",Top,Italy,First Tier,,5800000,2223
Romelu Lukaku,Inside,End,30,Belgium,Centre-Forward,"40,000,000",Inter,"Serie A, Italy",Top,Italy,First Tier,Chelsea,"Premier League, England",Top,England,First Tier,"Jun 30, 2023",0,2222
Roméo Lavia,In,No,19,Belgium,Defensive Midfield,"50,000,000",Southampton,"Championship, England",Europe,France,Second Tier,Chelsea,"Premier League, England",Top,England,First Tier,,62100000,2224
Rominigue Kouamé,In,No,26,Mali,Central Midfield,"4,500,000",Troyes,"Ligue 2, France",Europe,France,Second Tier,Cádiz CF,"LaLiga, Spain",Top,Spain,First Tier,,2500000,2225
Ronaël Pierre-Gabriel,In,End,25,France,Right-Back,"3,500,000",Espanyol,"LaLiga2, Spain",Europe,Spain,Second Tier,1.FSV Mainz 05,"Bundesliga, German",Top,Germany,First Tier,"Jun 30, 2023",0,2226
Ronaël Pierre-Gabriel,Inside,No,25,France,Right-Back,"3,500,000",1.FSV Mainz 05,"Bundesliga, German",Top,Germany,First Tier,FC Nantes,"Ligue 1, France",Top,France,First Tier,,0,2227
Ronaldo Vieira,Out,End,24,England,Central Midfield,"1,500,000",Torino,"Serie A, Italy",Top,Italy,First Tier,Sampdoria,"Serie B, Italy",Europe,Italy,Second Tier,"Jun 30, 2023",0,2228
Rony Lopes,In,End,27,Portugal,Right Winger,"4,000,000",Troyes,"Ligue 2, France",Europe,France,Second Tier,Sevilla FC,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,2229
Rony Lopes,Out,No,27,Portugal,Right Winger,"4,000,000",Sevilla FC,"LaLiga, Spain",Top,Spain,First Tier,SC Braga,Liga Portugal,Europe,Portugal,First Tier,,0,2230
Ross Barkley,Inside,No,29,England,Central Midfield,"4,500,000",OGC Nice,"Ligue 1, France",Top,France,First Tier,Luton,"Premier League, England",Top,England,First Tier,,0,2231
Ruben Aguilar,Inside,No,30,France,Right-Back,"7,000,000",Monaco,"Ligue 1, France",Top,France,First Tier,Lens,"Ligue 1, France",Top,France,First Tier,,3500000,2232
Rubén Blanco,Inside,No,28,Spain,Goalkeeper,"4,000,000",Celta de Vigo,"LaLiga, Spain",Top,Spain,First Tier,Marseille,"Ligue 1, France",Top,France,First Tier,,1500000,2234
Rubén Blanco,Inside,End,27,Spain,Goalkeeper,"4,000,000",Marseille,"Ligue 1, France",Top,France,First Tier,Celta de Vigo,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,2233
Ruben Loftus-Cheek,Inside,No,27,England,Central Midfield,"25,000,000",Chelsea,"Premier League, England",Top,England,First Tier,AC Milan,"Serie A, Italy",Top,Italy,First Tier,,16000000,2235
Rúben Neves,Out,No,26,Portugal,Defensive Midfield,"40,000,000",Wolves,"Premier League, England",Top,England,First Tier,Al-Hilal,Saudi Pro League,Asia,Saudi Arabia,First Tier,,55000000,2236
Ruben Providence,Out,No,21,France,Left Winger,"600,000",AS Roma,"Serie A, Italy",Top,Italy,First Tier,TSV Hartberg,"Bundesliga, Austria",Europe,Austria,First Tier,,300000,2237
Rubén Rochina,Out,No,32,Spain,Right Winger,"1,000,000",Granada CF,"LaLiga, Spain",Top,Spain,First Tier,Without Club,No league,-,-,No tier,,0,2238
Rúben Vinagre,Out,End,24,Portugal,Left-Back,"4,000,000",Everton,"Premier League, England",Top,England,First Tier,Sporting CP,Liga Portugal,Europe,Portugal,First Tier,"Jun 30, 2023",0,2239
Rúnar Alex Rúnarsson,In,End,28,Iceland,Goalkeeper,"1,500,000",Alanyaspor,"Süper Lig, Turkey",Asia,Turkey,First Tier,Arsenal,"Premier League, England",Top,England,First Tier,"Jun 30, 2023",0,2240
Rúnar Alex Rúnarsson,In,End,29,Iceland,Goalkeeper,"1,500,000",Cardiff,"Championship, England",Europe,France,Second Tier,Arsenal,"Premier League, England",Top,England,First Tier,"May 31, 2024",0,2241
Rúnar Alex Rúnarsson,Out,Start,28,Iceland,Goalkeeper,"1,500,000",Arsenal,"Premier League, England",Top,England,First Tier,Cardiff,"Championship, England",Europe,England,Second Tier,,0,2242
Ruslan Malinovskyi,Inside,No,30,Ukraine,Attacking Midfield,"10,000,000",Atalanta BC,"Serie A, Italy",Top,Italy,First Tier,Marseille,"Ligue 1, France",Top,France,First Tier,,10000000,2243
Ruslan Malinovskyi,Inside,Start,30,Ukraine,Attacking Midfield,"10,000,000",Marseille,"Ligue 1, France",Top,France,First Tier,Genoa,"Serie A, Italy",Top,Italy,First Tier,,0,2244
Ryan Flamingo,Out,Start,20,Netherlands,Centre-Back,"2,500,000",Sassuolo,"Serie A, Italy",Top,Italy,First Tier,FC Utrecht,"Eredivisie, Netherlands",Europe,Netherlands,First Tier,,0,2245
Ryan Fraser,In,End,30,Scotland,Left Winger,"6,000,000",Southampton,"Championship, England",Europe,France,Second Tier,Newcastle,"Premier League, England",Top,England,First Tier,"May 31, 2024",0,2246
Ryan Fraser,Out,Start,29,Scotland,Left Winger,"6,000,000",Newcastle,"Premier League, England",Top,England,First Tier,Southampton,"Championship, England",Europe,England,Second Tier,,0,2247
Ryan Giles,Inside,No,23,England,Left-Back,"6,000,000",Wolves,"Premier League, England",Top,England,First Tier,Luton,"Premier League, England",Top,England,First Tier,,5850000,2248
Ryan Gravenberch,Inside,No,21,Netherlands,Central Midfield,"35,000,000",Bayern Munich,"Bundesliga, German",Top,Germany,First Tier,Liverpool,"Premier League, England",Top,England,First Tier,,40000000,2249
Ryan Trevitt,In,No,20,England,Central Midfield,"100,000",Brentford B,No league,-,-,No tier,Brentford,"Premier League, England",Top,England,First Tier,,0,2252
Ryan Trevitt,In,End,21,England,Central Midfield,"100,000",Exeter City,"League One, England",Europe,England,Third Tier,Brentford,"Premier League, England",Top,England,First Tier,"May 31, 2024",0,2250
Ryan Trevitt,Out,Start,20,England,Central Midfield,"100,000",Brentford,"Premier League, England",Top,England,First Tier,Exeter City,"League One, England",Europe,England,Third Tier,,0,2251
Saba Sazonov,In,No,21,Georgia,Centre-Back,"3,000,000",Dynamo Moscow,"Premier Liga, Russia",Europe,Russia,First Tier,Torino,"Serie A, Italy",Top,Italy,First Tier,,2750000,2253
Sabit Abdulai,In,End,24,Ghana,Central Midfield,"200,000",Ponferradina,"Primera Federación - Grupo I, Spain",Europe,Spain,Third Tier,Getafe,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,2254
Sabit Abdulai,Out,Start,24,Ghana,Central Midfield,"200,000",Getafe,"LaLiga, Spain",Top,Spain,First Tier,CD Lugo,"Primera Federación - Grupo I, Spain",Europe,Spain,Third Tier,,0,2255
